,Codigo Web,Titulo,Barrio,Barrio Catastral,Precio venta,Precio arriendo,Area construida,Area privada,Estrato,Habitaciones,Parqueaderos,Banos,Antiguedad,Interior,Exterior,Zona,Sector,Long,Lat,Direccion,Url
139,16146-M4469729,"Apartamento en Arriendo, CHAPINERO ALTO EMAUS",CHAPINERO ALTO EMAUS,,,$9.000.000,250,250 ,5,3,2,3,Más de 20 años,Alarma@Calefacción@Chimenea@Comedor auxiliar@Cuarto de servicio@Estudio o biblioteca@Parqueadero cubierto@Hall de alcobas@Zona de lavandería@Instalación de gas natural@Closets 3@Piso 1@Calentador gas@Tipo de cocina isla@Tipo de comedor sala comedor@Deposito 1@Tipo de estufa gas@Tipo acabado de piso madera@Tipo de piso en alcobas madera@Tipo de piso en comedor madera@Tipo de piso en estudio madera@Tipo de piso en sala madera@,Area Terraza/Balcón 60 m²@Ascensor@Conjunto cerrado@Número de Ascensores 1@Terraza/Balcón terraza@Vigilancia 24hrs@,Zonas verdes@,Cerca parques@,-74.05448,4.650461,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-emaus-3-habitaciones-3-banos-2-garajes/16146-M4469729
140,2359-M4427586,"Apartamento en Arriendo, ROSALES Nogal",ROSALES Nogal,,,$15.000.000,480,400 ,6,3,4,4,Remodelado,Chimenea@Comedor auxiliar@Cuarto de servicio@Estudio o biblioteca@Parqueadero cubierto@Zona de lavandería@Instalación de gas natural@Piso 9@Calentador gas@Tipo de cocina isla@Tipo de comedor comedor independiente@Deposito 1@Tipo de estufa gas@Tipo de parqueadero propio@Vista exterior@,Area Terraza/Balcón 80 m²@Ascensor@Conjunto cerrado@Número de Ascensores 1@Terraza/Balcón terraza@,,,-74.05433,4.656511,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-3-habitaciones-4-banos-4-garajes/2359-M4427586
141,15942-M4327869,"Apartamento en Arriendo, ROSALES BELLA VISTA",ROSALES BELLA VISTA,,,$10.000.000,230,230 ,6,3,3,5,Entre 10 y 20 años,Chimenea@Citófonos@Cuarto de servicio@Estudio o biblioteca@Parqueadero cubierto@Hall de alcobas@Puerta seguridad@Zona de lavandería@Instalación de gas natural@Closets 4@Piso 3@Permite mascotas@Calentador gas@Tipo de cocina isla@Tipo de comedor comedor independiente@Deposito 1@Tipo de estufa gas@Tipo de parqueadero propio@Tipo acabado de piso laminado@Tipo de piso en alcobas laminado@Tipo de piso en comedor laminado@Tipo de piso en estudio laminado@Tipo de piso en sala laminado@Vista exterior@,Area Terraza/Balcón 70 m²@Ascensor@Número de Ascensores 1@Terraza/Balcón terraza@Vigilancia 24hrs@,,Cerca centros comerciales@Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,-74.05208,4.653857,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-3-habitaciones-5-banos-3-garajes/15942-M4327869
142,3282-M4330141,"Apartamento en Arriendo, LOS ROSALES",LOS ROSALES,,,$8.000.000,171,171 ,6,3,3,4,Entre 10 y 20 años,Chimenea@Citófonos@Comedor auxiliar@Tipo de cortinas persianas@Cuarto de servicio@Estudio o biblioteca@Parqueadero cubierto@Hall de alcobas@Zona de lavandería@Instalación de gas natural@Closets 3@Piso 6@Calentador gas@Tipo de cocina paralela@Tipo de comedor comedor independiente@Deposito 1@Tipo de estufa gas@Tipo de parqueadero independiente@Tipo acabado de piso madera@Tipo de piso en alcobas madera@Tipo de piso en estudio madera@Tipo de piso en sala madera@Vista exterior@,Area Terraza/Balcón 8 m²@Ascensor@Circuito cerrado de TV@Cuarto para escoltas@Vista panorámica@Número de Ascensores 2@Terraza/Balcón balcón@Vigilancia 24hrs@,Gimnasio@Salón comunal@Zona para niños@Zonas verdes@,Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,-74.05216,4.657759,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-3-habitaciones-4-banos-3-garajes/3282-M4330141
143,10962-M4471654,Apartamento en Arriendo,,,,$1.350.000,63,63 ,3,3,,2,Entre 5 y 10 años,Apto para niños@Estudio o biblioteca@Hall de alcobas@Zona de lavandería@Instalación de gas natural@Closets 3@Piso 1@Permite mascotas@Calentador gas@Tipo de cocina abierta@Tipo de comedor sala comedor@Tipo de estufa gas@Vista interior@,Circuito cerrado de TV@Conjunto cerrado@,Zona para niños@Zonas verdes@,Cerca centros comerciales@Cerca supermercados@Cerca transporte público@Sobre vía principal@Sobre vía secundaria@,0.0,0.0,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-cajica-3-habitaciones-2-banos/10962-M4471654
144,4698-M4318903,"Apartamento en Arriendo, Santa barbara",santa barbara,,,$3.300.000,82,82 ,5,2,2,2,Remodelado,Citófonos@Tipo de cortinas persianas@Estudio o biblioteca@Parqueadero cubierto@Zona de lavandería@Instalación de gas natural@Closets 2@Piso 2@Calentador gas@Tipo de cocina en l@Tipo de comedor sala comedor@Deposito 1@Tipo de estufa gas@Tipo de parqueadero propio@Tipo acabado de piso porcelanato@Tipo de piso en alcobas laminado@Tipo de piso en comedor porcelanato@Tipo de piso en estudio laminado@Tipo de piso en sala porcelanato@Vista interior@,Area Terraza/Balcón 70 m²@Ascensor@Acceso para discapacitados@Circuito cerrado de TV@Número de Ascensores 1@Terraza/Balcón terraza@Vigilancia 24hrs@,,Cerca centros comerciales@Cerca parques@Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,-74.05195,4.699931,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-2-banos-2-garajes/4698-M4318903
145,16035-M4424085,"Apartamento en Arriendo, AGUACATAL",AGUACATAL,,,$1.100.000,60,60 ,3,2,1,1,Entre 10 y 20 años,Apto para niños@Citófonos@Estudio o biblioteca@Parqueadero cubierto@Zona de lavandería@Instalación de gas natural@Closets 2@Piso 8@Calentador gas@Tipo de cocina en l@Tipo de estufa gas@Tipo de parqueadero comunal@Tipo acabado de piso cerámica@Tipo de piso en alcobas cerámica@Tipo de piso en comedor cerámica@Tipo de piso en estudio cerámica@Tipo de piso en sala cerámica@,Circuito cerrado de TV@Piscina@Conjunto cerrado@Vigilancia 24hrs@,Salón comunal@Zona para niños@Zonas verdes@,,0.0,0.0,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-cali-aguacatal-2-habitaciones-1-banos-1-garajes/16035-M4424085
146,374-M2718950,"Apartamento en Venta y Arriendo, MONTEARROYO",MONTEARROYO,,$2.500.000.000,$13.500.000,320,320 ,6,4,3,5,Más de 20 años,Alarma@Chimenea@Citófonos@Comedor auxiliar@Tipo de cortinas persianas@Cuarto de servicio@Estudio o biblioteca@Parqueadero cubierto@Hall de alcobas@Jacuzzi@Puerta seguridad@Sauna / turco@Zona de lavandería@Instalación de gas natural@Closets 4@Piso 8@Se permite fumar@Permite mascotas@Calentador gas@Tipo de cocina otra@Tipo de comedor comedor independiente@Deposito 1@Tipo de estufa mixta@Tipo de parqueadero propio@Tipo acabado de piso madera@Tipo de piso en alcobas alfombra@Tipo de piso en comedor madera@Tipo de piso en estudio laminado@Tipo de piso en sala madera@Vista exterior@,Area Terraza/Balcón 120 m²@Ascensor@Circuito cerrado de TV@Vista panorámica@Conjunto cerrado@Número de Ascensores 2@Terraza/Balcón terraza@Vigilancia 24hrs@,Cancha(s) de squash@Cancha(s) de tennis@Gimnasio@Salón comunal@Zona de BBQ@Zona para niños@Zonas verdes@,Cerca centros comerciales@Cerca colegios / universidades@Cerca parques@Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,-74.026855,4.7154746,,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-montearroyo-4-habitaciones-5-banos-3-garajes/374-M2718950
147,797-M4160546,Apartamento en Arriendo,,,,$2.200.000,61,61 ,4,1,1,2,Entre 0 y 5 años,Citófonos@Comedor auxiliar@Parqueadero cubierto@Sauna / turco@Zona de lavandería@Instalación de gas natural@Piso 4@Permite mascotas@Tipo de cocina abierta@Tipo de comedor sala comedor@Deposito 1@Tipo de estufa electrica@Tipo de parqueadero independiente@Vista exterior@,Area Terraza/Balcón 2 m²@Ascensor@Acceso para discapacitados@Circuito cerrado de TV@Piscina@Vista panorámica@Conjunto cerrado@Número de Ascensores 2@Terraza/Balcón balcón@Vigilancia 24hrs@,Gimnasio@Zonas verdes@,Cerca centros comerciales@Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,0.0,0.0,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-chia-1-habitaciones-2-banos-1-garajes/797-M4160546
148,13653-M4427036,"Apartamento en Arriendo, ALTOS DE LA COLINA",ALTOS DE LA COLINA,,,$4.700.000,185,103 ,6,3,2,3,Entre 5 y 10 años,Apto para niños@Citófonos@Estudio o biblioteca@Parqueadero cubierto@Hall de alcobas@Puerta seguridad@Sauna / turco@Zona de lavandería@Instalación de gas natural@Piso 1@Permite mascotas@Tipo de cocina lineal@Tipo de comedor sala comedor@Deposito 1@Tipo de parqueadero propio@Vista exterior@,Area Terraza/Balcón 77 m²@Ascensor@Acceso para discapacitados@Circuito cerrado de TV@Piscina@Conjunto cerrado@Número de Ascensores 1@Terraza/Balcón terraza@Vigilancia 24hrs@,Cancha(s) de basket@Cancha(s) de fútbol@Cancha(s) de squash@Gimnasio@Salón comunal@Zona de BBQ@Zona para niños@Zonas verdes@,Cerca centros comerciales@Cerca colegios / universidades@Cerca parques@Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,-74.06792,4.7575,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-casa-blanca-suba-3-habitaciones-3-banos-2-garajes/13653-M4427036
149,10558-M3905898,"Apartamento en Arriendo, CHICO NAVARRA",CHICO NAVARRA,,,$5.000.000,130,130 ,6,3,2,4,Entre 5 y 10 años,Apto para niños@Chimenea@Citófonos@Comedor auxiliar@Tipo de cortinas pesadas@Cuarto de servicio@Estudio o biblioteca@Parqueadero cubierto@Hall de alcobas@Puerta seguridad@Zona de lavandería@Instalación de gas natural@Closets 3@Piso 5@Se permite fumar@Calentador gas@Tipo de cocina en l@Tipo de comedor sala comedor@Deposito 0@Tipo de estufa gas@Tipo de parqueadero propio@Tipo acabado de piso madera@Tipo de piso en alcobas alfombra@Tipo de piso en comedor madera@Tipo de piso en estudio alfombra@Tipo de piso en sala madera@Vista exterior@,Area Terraza/Balcón 10 m²@Ascensor@Acceso para discapacitados@Circuito cerrado de TV@Vista panorámica@Número de Ascensores 1@Terraza/Balcón terraza@Vigilancia 24hrs@,Zona de BBQ@,Cerca centros comerciales@Cerca colegios / universidades@Cerca parques@Cerca supermercados@Cerca transporte público@Sobre vía secundaria@,-74.048996,4.688339,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-3-habitaciones-4-banos-2-garajes/10558-M3905898
